show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5722,movie,kathleen madigan: bothering jesus,lorene machado,kathleen madigan,United States,2016-11-10,2016,tv-ma,71,stand-up comedy,"the irish american comic riffs on everything from growing up in missouri, signing up her parents to be uber drivers and anything to do with bacon."
s5725,movie,"dana carvey: straight white male, 60",marcus raboy,dana carvey,United States,2016-11-04,2016,tv-ma,64,stand-up comedy,emmy-winning comedian dana carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.
s5727,movie,a grand night in: the story of aardman,richard mears,julie walters,United Kingdom,2016-11-01,2015,tv-pg,59,documentaries,"aardman animations icons wallace & gromit, morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary."
s5734,movie,norman lear: just another version of you,"heidi ewing, rachel grady","norman lear, george clooney, bill moyers, john amos, russell simmons, louise lasser, rob reiner, jon stewart, amy poehler",United States,2016-11-01,2016,tv-ma,91,documentaries,"this documentary turns the spotlight on the man behind the iconic ""all in the family,"" with comments from friends, family and famous collaborators."
s5736,movie,spanish affair 2,emilio martínez lázaro,"dani rovira, clara lago, karra elejalde, carmen machi, belén cuesta, berto romero, rosa maría sardà, alfonso sánchez, alberto lópez, josep maria riera",Spain,2016-11-01,2015,tv-ma,107,"comedies, international movies, romantic movies",spanish provincialism is put into the spotlight as a man from the basque country embarks on a mission to keep his daughter from marrying a catalan.
s5737,movie,pup star,robert vince,"makenzie moss, jed rees, david deluise, carla jimenez, tom everett scott, diedrich bader, george newbern, bonnie somerville, john ratzenberger",Canada,2016-10-29,2016,g,92,"children & family movies, comedies","after a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure."
s5738,movie,i am the pretty thing that lives in the house,osgood perkins,"ruth wilson, bob balaban, lucy boynton, paula prentiss","Canada, United States",2016-10-28,2016,tv-14,89,"horror movies, international movies, thrillers",a nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.
s5739,movie,into the inferno,werner herzog,werner herzog,"United Kingdom, Germany, Canada",2016-10-28,2016,tv-pg,107,documentaries,"with stunning views of eruptions and lava flows, werner herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices."
s5740,movie,the african doctor,julien rambaldi,"marc zinga, aïssa maïga, bayron lebli, médina diarra, rufus, jonathan lambert, jean-benoît ugeux",France,2016-10-28,2016,tv-14,94,"comedies, dramas, international movies","happily escaping a dictatorship, a congolese doctor transplants his family to a small french village, where culture shock sets in for everyone."
s5741,movie,they are everywhere,yvan attal,"yvan attal, benoît poelvoorde, charlotte gainsbourg, valérie bonneton, dany boon, grégory gadebois, denis podalydès, françois damiens, yamée couture, freya mavor, rivka michaeli","France, Belgium",2016-10-28,2016,tv-ma,110,"comedies, international movies","in counseling sessions with his therapist, preoccupied yvan shares stories of anti-semitism and what it's like to live as a jew in modern france."
s5743,movie,west coast,benjamin weill,"devi couzigou, mathis crusson, victor le blond, sullivan loyez, pierre-françois martin-laval, hugo chalan-marchio",France,2016-10-28,2016,tv-ma,81,"comedies, dramas, international movies",four small-town french teens who style themselves after american rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.
s5744,movie,7 años,roger gual,"paco león, juana acosta, juan pablo raba, alex brendemühl, manuel morón",Spain,2016-10-27,2016,tv-ma,77,"dramas, international movies",loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.
s5746,movie,joe rogan: triggered,anthony giordano,joe rogan,United States,2016-10-21,2016,tv-ma,64,stand-up comedy,"unleashing his inquisitive, intense comedic style, rogan explores everything from raising kids and santa claus to pot gummies and talking to dolphins."
s5747,movie,a mighty team,thomas sorriaux,"gérard depardieu, chantal lauby, medi sadoun, ilian bergala, blanche gardin, patrick timsit, barbara cabrita, jean dell, thomas vandenberghe, théo fernandez, léa lopez",France,2016-10-15,2016,tv-ma,97,"comedies, international movies, sports movies","when a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth."
s5748,movie,berserk: the golden age arc i - the egg of the king,toshiyuki kubooka,"hiroaki iwanaga, takahiro sakurai, toa yukinari, yuki kaji, minako kotobuki, takahiro fujiwara, yoshiro matsumoto, kazuki yao, aki toyosaki, rikiya koyama, kenta miyake",Japan,2016-10-15,2012,tv-ma,77,"action & adventure, anime features, international movies","loner guts is recruited by griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate."
s5749,movie,bleach the movie: fade to black,noriyuki abe,"masakazu morita, fumiko orikasa, aya hirano, hiroshi kamiya, mitsuaki madono, ryotaro okiayu, kentaro ito, shinichiro miki, satsuki yukino, masaaki tsukada",Japan,2016-10-15,2008,tv-pg,94,"action & adventure, anime features, sci-fi & fantasy","when his mind is fogged by a scimitar-weilding stranger, mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the seiretei."
s5750,movie,bleach the movie: hell verse,noriyuki abe,"masakazu morita, fumiko orikasa, kazuya nakai, noriaki sugiyama, kentarô itô, yuki matsuoka, ryotaro okiayu, romi park",Japan,2016-10-15,2010,tv-14,94,"action & adventure, anime features, sci-fi & fantasy","when a group of vicious sinners plots to escape from this eternal prison in hell, they discover that substitute soul reaper ichigo is the key to their freedom. the sinners launch an attack and in the process kidnap ichigo's younger sister."
s5751,movie,blind date,clovis cornillac,"mélanie bernier, clovis cornillac, lilou fogli, philippe duquesne, grégoire oestermann, oscar copp, boris terral, manu payet",France,2016-10-15,2015,tv-14,91,"comedies, international movies, music & musicals","a passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date."
s5755,movie,sky ladder: the art of cai guo-qiang,kevin macdonald,cai guo-qiang,United States,2016-10-14,2016,tv-ma,80,documentaries,"known for his spectacular pyrotechnic displays, chinese artist cai guo-qiang creates his most ambitious project yet in this breathtaking documentary."
s5756,movie,mascots,christopher guest,"carrie aizley, sarah baker, bob balaban, ed begley jr., tom bennett, maria blasucci, jennifer coolidge, kerry godliman, matt griesser, christopher guest, john michael higgins, michael hitchcock, don lake, jane lynch, christopher moynihan, chris o'dowd, jim piddock, parker posey, harry shearer, fred willard, zach woods, susan yeagley",United States,2016-10-13,2016,tv-ma,95,comedies,"eager contestants don big heads and furry suits to vie for the title of world's best mascot in this offbeat, comic romp from christopher guest."
s5757,movie,justin timberlake + the tennessee kids,jonathan demme,justin timberlake,United States,2016-10-12,2016,tv-ma,90,music & musicals,"on the final nights of a world tour, director jonathan demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star."
s5759,movie,russell peters: almost famous,dave higby,russell peters,United States,2016-10-07,2016,tv-ma,73,stand-up comedy,"the comic comes home to toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human."
s5761,movie,the siege of jadotville,richie smyth,"jamie dornan, guillaume canet, emmanuelle seigner, jason o'mara, mikael persbrandt, mark strong, michael mcelhatton, danny sapani, sam keeley, ronan raftery, mike noble, charlie kelly, conor macneill, fionn o'shea, conor quinlan, jordan mifsud","Ireland, South Africa",2016-10-07,2016,tv-ma,108,"action & adventure, dramas, international movies","besieged by overwhelming enemy forces, irish soldiers on a u.n. peacekeeping mission in africa valiantly defend their outpost in this true story."
s5762,movie,lego jurassic world: the indominus escape,michael d. black,"a.j. locascio, sendhil ramamurthy, fred tatasciore, jake johnson, lauren lapkus, zachary levi, bd wong, david gunning",United States,2016-10-04,2016,tv-y7,25,"children & family movies, comedies",the scientists of jurassic world create a captivating and terrifying new creature that loves hot dogs. but what happens when the hot dogs run out?
s5765,movie,bombshell,riccardo pilizzeri,"ande cunningham, mark mitchinson, mia pistorius, nathalie boltt, nathan lovejoy, colin moy, jay simon, coen falke, greta gregory, byron coll",New Zealand,2016-10-01,2016,tv-ma,86,dramas,"in 1985, when a vessel protesting nuclear testing is sunk in new zealand, local police fight to prove it was a terrorist plot by their french allies."
s5766,movie,chatô: the king of brazil,guilherme fontes,"marco ricca, andrea beltrão, letícia sabatella, leandra leal, gabriel braga nunes, paulo betti, marcos oliveira, eliane giardini",Brazil,2016-10-01,2015,tv-ma,105,"dramas, international movies","the romanticized life of media mogul assis chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged."
s5768,movie,harud,aamir bashir,"mohammad amir naji, shahnawaz bhat, shamim basharat, salma ashai, mudessir ahmed khan, rayes mohiuddin",India,2016-10-01,2010,tv-ma,100,"dramas, international movies","a young kashmiri man sets out to escape to pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera."
s5771,movie,much ado about nothing,alejandro fernández almendras,"agustín silva, paulina garcía, daniel alcaíno, alejandro goic, luis gnecco, samuel landea, dindi jane, isabella costa, augusto schuster, pilar ronderos","Chile, United States, France",2016-10-01,2016,tv-ma,96,"dramas, independent movies, international movies",carefree college student vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.
s5773,movie,my big night,álex de la iglesia,"raphael, mario casas, pepón nieto, blanca suárez, hugo silva, carmen machi, luis callejo, carlos areces, enrique villén, santiago segura, jaime ordoñez, tomás pozzi, carolina bang, ana polvorosa, luis fernández",Spain,2016-10-01,2015,tv-ma,97,"comedies, international movies, music & musicals",an unemployed man gets a job as an extra at the shooting of a new year's eve tv special that's beset by crises and seems to go on forever.
s5774,movie,my little pony equestria girls: legend of everfree,ishi rudell,"tara strong, rebecca shoichet, ashleigh ball, andrea libman, tabitha st. germain, cathy weseluck, enid-raye adams, brian doe, nicole oliver","United States, Canada",2016-10-01,2016,tv-y7,73,"children & family movies, comedies","the equestria girls, human teen counterparts to my little pony characters, head to camp everfree, where they need a little magic to help save summer."
s5775,tv show,old money,david schalko,"udo kier, sunnyi melles, nicholas ofczarek, manuel rubey, nora von waldstätten, thomas stipsits, ursula strauss, robert palfrader, simon schwarz, johannes krisch, lukas miko",United States,2016-10-01,2015,tv-ma,1,"international tv shows, tv comedies, tv dramas","backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs."
s5777,movie,riphagen - the untouchable,pieter kuijpers,"jeroen van koningsbrugge, anna raadsveld, sigrid ten napel, peter blok, bob stoop, lisa zweerman, kay greidanus, rené kortekaas, sieger sloot, mark rietman",Netherlands,2016-10-01,2016,tv-14,132,"dramas, international movies","this biopic profiles andries riphagen, a dutch criminal who blackmailed jews in hiding during world war ii and was responsible for hundreds of deaths."
s5779,movie,umrika,prashant nair,"suraj sharma, tony revolori, smita tambe, adil hussain, rajesh tailang, prateik babbar, pramod pathak, amit sial, sauraseni maitra",India,2016-10-01,2015,tv-ma,96,"dramas, independent movies, international movies","an ambitious man leaves his small indian village for america. but when his letters to home stop coming, his brother sets out on his own adventure."
s5780,movie,unchained: the untold story of freestyle motocross,"paul taublieb, jon freeman",josh brolin,United States,2016-10-01,2016,tv-ma,92,"documentaries, sports movies","this adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers."
s5781,movie,welcome mr. president,riccardo milani,"claudio bisio, kasia smutniak, beppe fiorello, remo girone, massimo popolizio, cesare bocci, omero antonutti, michele alhaique, franco ravera, patrizio rispo, piera degli esposti, gianni cavina",Italy,2016-10-01,2013,tv-ma,99,"comedies, international movies","when frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes italy's leader."
s5785,movie,iliza shlesinger: confirmed kills,bobcat goldthwait,iliza shlesinger,United States,2016-09-23,2016,tv-ma,78,stand-up comedy,"the stand-up sensation tackles tv's ""shark tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all."
s5793,movie,arq,tony elliott,"robbie amell, rachael taylor, shaun benson, gray powell, jacob neayem, adam butcher, tantoo cardinal","Canada, United States",2016-09-16,2016,tv-ma,89,"international movies, sci-fi & fantasy, thrillers","trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity."
s5794,movie,cedric the entertainer: live from the ville,troy miller,cedric the entertainer,United States,2016-09-16,2016,tv-ma,60,stand-up comedy,"donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""honky tonk badonkadonk."""
s5797,movie,sample this,dan forrer,gene simmons,United States,2016-09-15,2012,tv-14,83,"documentaries, music & musicals","this doc traces the impact of the incredible bongo band's ""apache,"" which played a key role in the birth of hip-hop after kool herc began sampling it."
s5809,movie,jeff foxworthy and larry the cable guy: we’ve been thinking...,jay karas,"jeff foxworthy, larry the cable guy",United States,2016-08-26,2016,tv-14,75,stand-up comedy,grammy-nominated comedians jeff foxworthy and larry the cable guy bring their distinctive brand of humor to a packed crowd in minneapolis.
s5810,movie,xoxo,christopher louie,"sarah hyland, graham phillips, chris d'elia, hayley kiyoko, brett delbuono, ryan hansen, ian anthony dale, ione skye, colin woodell, lamonica garrett, brianne howey",United States,2016-08-26,2016,tv-ma,92,"dramas, music & musicals","the lives of a budding dj, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival."
s5811,movie,i'll sleep when i'm dead,justin krook,steve aoki,United States,2016-08-19,2016,tv-ma,80,"documentaries, music & musicals","superstar dj steve aoki reflects on the driving force behind his career: his ambitious father, benihana founder and perennial daredevil rocky aoki."
s5816,movie,jim gaffigan: beyond the pale,michael drumm,jim gaffigan,United States,2016-08-11,2005,tv-14,72,stand-up comedy,"comedian jim gaffigan cuts loose on a variety of topics, including hot pockets, holidays, catholicism and his favorite activity: doing nothing."
s5817,movie,jim gaffigan: king baby,troy miller,jim gaffigan,United States,2016-08-11,2009,tv-pg,71,stand-up comedy,"jim gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in austin on his 2008 comedy tour."
s5818,movie,jim gaffigan: mr. universe,jay karas,jim gaffigan,United States,2016-08-11,2012,tv-14,77,stand-up comedy,"funnyman jim gaffigan offers up his unique take on everything from disney world to overweight whales in this live show from washington, d.c."
s5819,movie,jim gaffigan: obsessed,jay chapman,jim gaffigan,United States,2016-08-11,2014,tv-14,70,stand-up comedy,"comic jim gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special."
s5820,movie,david cross: making america great again!,alex coletti,david cross,United States,2016-08-05,2016,tv-ma,73,stand-up comedy,"cross skewers donald trump, religious taboos and american swagger in a provocative night of comedy at the paramount theatre in austin, texas."
s5821,movie,lavell crawford: can a brother get some love?,michael drumm,lavell crawford,United States,2016-08-02,2011,tv-ma,81,stand-up comedy,"""last comic standing"" runner-up lavell crawford lords over a hometown crowd at st. louis's orpheum theatre, raking in the love – and the laughs."
s5825,movie,interview with a serial killer,christopher martin,arthur shawcross,United States,2016-08-01,2008,tv-ma,45,documentaries,"in this jailhouse interview, arthur shawcross, the genesee river killer, shares candid details of his crimes and his surprising family bonds."
s5827,movie,real crime: diamond geezers,tom whitter,forbes kb,United Kingdom,2016-08-01,2008,tv-14,46,documentaries,"in an attempted heist worthy of a hollywood film, a cadre of criminals sets out to steal the world's largest perfect diamond from a london landmark."
s5829,movie,tallulah,sian heder,"ellen page, allison janney, tammy blanchard, evan jonigkeit, uzo aduba, john benjamin hickey, david zayas, zachary quinto, fredric lehne",United States,2016-07-29,2016,tv-ma,112,"dramas, independent movies","while searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own."
s5831,movie,rebirth,karl mueller,"fran kranz, adam goldberg, nicky whelan, luis gerardo méndez, harry hamlin, pat healy, kat foster, andrew j. west, eric ladin, steve agee",United States,2016-07-15,2016,tv-ma,101,"dramas, thrillers","long-lost buddy zack gets suburban dad kyle on a bus to a rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence."
s5832,movie,tony robbins: i am not your guru,joe berlinger,tony robbins,United States,2016-07-15,2016,tv-ma,117,documentaries,tony robbins' clients swear by his unorthodox life coaching methods. a revealing film goes behind the curtain at his annual mega-event.
s5833,movie,gridlocked,allan ungar,"dominic purcell, cody hackman, stephen lang, trish stratus, danny glover, vinnie jones, saul rubinek, richard gunn, steve byers, james a. woods",Canada,2016-07-14,2015,r,114,action & adventure,"an embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries."
s5834,movie,brahman naman,qaushiq mukherjee,"shashank arora, tanmay dhanania, chaitanya varad, vaishwath shankar, sindhu sreenivasa murthy, sid mallya, denzil smith","India, United Kingdom",2016-07-06,2016,tv-ma,96,"comedies, independent movies, international movies",this homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything – except how to talk to women.
s5835,tv show,kuromukuro,tensai okamura,"yohei azakami, m・a・o, reina ueda, asami seto, kaito ishikawa, yusuke kobayashi, shunsuke takeuchi, manami sugihira, momo asakura, kanako tojo, ryohei kimura, hikaru ueda, taiten kusunoki",Japan,2016-07-04,2016,tv-14,2,"anime series, international tv shows","when mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai."
s5836,movie,jim jefferies: freedumb,ryan polito,jim jefferies,United States,2016-07-01,2016,tv-ma,87,stand-up comedy,"returning for a second netflix comedy special, jim jefferies unleashes his famously ferocious black humor to a packed house in nashville, tennessee."
s5838,movie,x: past is present,"hemant gaba, pratim d. gupta, sudhish kamath, nalan kumarasamy, anu menon, sandeep mohan, qaushiq mukherjee, rajshree ojha, raja sen, abhinav shiv tiwari, suparn verma","anshuman jha, rajat kapoor, pooja ruparel, piaa bajpai, huma qureshi, usha uthup, radhika apte, swara bhaskar",India,2016-07-01,2015,tv-ma,105,"dramas, independent movies, international movies","when a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships."
s5840,movie,sofía niño de rivera: exposed,"raúl campos, jan suter",sofía niño de rivera,Mexico,2016-06-24,2016,tv-ma,80,stand-up comedy,self-deprecating comic sofía niño de rivera puts her sarcasm on full display in this stand-up special filmed live at guadalajara's degollado theater.
s5841,movie,the fundamentals of caring,rob burnett,"paul rudd, craig roberts, selena gomez, jennifer ehle, megan ferguson, frederick weller, bobby cannavale",United States,2016-06-24,2016,tv-ma,97,"comedies, dramas, independent movies","in this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship."
s5842,movie,ip man 3,wilson yip,"donnie yen, zhang jin, lynn hung, patrick tam, karena ng, kent cheng, bryan leung, louis cheung, danny chan, mike tyson, babyjohn choi","China, Hong Kong",2016-06-18,2015,pg-13,105,"action & adventure, dramas, international movies","martial arts master ip springs into action when his son's school is threatened by a shady american, then defends his status as wing chun champion."
s5843,movie,bo burnham: make happy,"bo burnham, christopher storer",bo burnham,United States,2016-06-03,2016,tv-ma,60,"music & musicals, stand-up comedy","combining his trademark wit and self-deprecating humor with original music, bo burnham offers up his unique twist on life in this stand-up special."
s5847,movie,the do-over,steven brill,"adam sandler, david spade, paula patton, kathryn hahn, nick swardson, catherine bell, michael chiklis, natasha leggero, sean astin",United States,2016-05-27,2016,tv-ma,109,"action & adventure, comedies",the life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
s5848,movie,ali wong: baby cobra,jay karas,ali wong,United States,2016-05-06,2016,tv-ma,60,stand-up comedy,"ali wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible."
s5849,movie,special correspondents,ricky gervais,"eric bana, ricky gervais, vera farmiga, kelly macdonald, kevin pollak, america ferrera, raúl castillo, benjamin bratt","Canada, United Kingdom, United States",2016-04-29,2016,tv-ma,101,comedies,"when they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated."
s5852,movie,belgica,"felix van groeningen, felix van groeningen","stef aerts, tom vermeir, charlotte vandermeersch, hélène devos, boris van severen, sara de bosschere, dominique van malder, sam louwyck, stefaan de winter, silvanus saow","Belgium, France, Netherlands",2016-04-15,2016,tv-ma,127,"dramas, international movies","two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price."
s5853,movie,hush,mike flanagan,"john gallagher jr., kate siegel, michael trucco, samantha sloyan, emma graves",United States,2016-04-08,2016,r,82,"horror movies, thrillers",a deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.
s5858,movie,kung fu panda: secrets of the scroll,rodolphe guenoden,"jack black, dustin hoffman, seth rogen, david cross, lucy liu, tara macri, james hong, randall duk kim",United States,2016-03-25,2016,tv-pg,23,"children & family movies, comedies","when a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon!"
s5859,movie,he never died,jason krawczyk,"henry rollins, booboo stewart, kate greenhouse, jordan todosey, david richmond-peck, james cade, don francks, steven ogg",Canada,2016-03-18,2015,r,97,"comedies, horror movies",a reclusive immortal who needs human flesh but tries to stay clean finds himself cast back into society by a gang of thugs and his estranged daughter.
s5860,movie,jimmy carr: funny business,sam wrench,jimmy carr,United Kingdom,2016-03-18,2016,tv-ma,62,stand-up comedy,british comedian jimmy carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the uk's hammersmith apollo.
s5861,movie,my beautiful broken brain,"sophie robinson, lotje sodderland","sophie robinson, lotje sodderland",United Kingdom,2016-03-18,2016,tv-14,84,"documentaries, international movies","after suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write."
s5862,movie,pee-wee's big holiday,john lee,"paul reubens, joe manganiello, jessica pohly, alia shawkat, stephanie beatriz, brad william henke, hal landon jr., diane salinger, patrick egan, tara buck, richard riehle",United States,2016-03-18,2016,tv-pg,90,"children & family movies, comedies, cult movies",a chance encounter with a mysterious stranger (joe manganiello) points pee-wee toward his destiny – and his first-ever holiday!
s5865,movie,"crouching tiger, hidden dragon: sword of destiny",yuen wo-ping,"michelle yeoh, donnie yen, harry shum jr., natasha liu bordizzo, jason scott lee, eugenia yuan, roger yuan, juju chan, chris pang, woon young park, darryl quon","China, United States",2016-02-26,2016,pg-13,101,"action & adventure, romantic movies",renowned warrior yu shu-lien comes out of retirement to keep the legendary green destiny sword away from villainous warlord hades dai.
s5866,movie,marvel super hero adventures: frost fight!,mitch schauer,"mick wingert, matthew mercer, travis willingham, fred tatasciore, grey delisle, troy baker, antony del rio, trevor devall, kevin michael richardson, steve blum, jane singer",United States,2016-02-24,2015,pg,74,"children & family movies, sci-fi & fantasy","in this christmas-themed special, captain america and the avengers battle loki and ymir, who plot to steal santa claus' powers and conquer the world."
s5869,movie,hannibal buress: comedy camisado,lance bangs,hannibal buress,United States,2016-02-05,2016,tv-ma,68,stand-up comedy,"in a special packed with stealthy humor, hannibal buress tackles zipper etiquette, the legacy of steroids and the fallout from his bill cosby routine."
s5873,movie,ricardo o'farrill abrazo genial,"raúl campos, jan suter",ricardo o'farrill,Mexico,2016-01-22,2016,tv-ma,92,stand-up comedy,"ricardo o'farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific mexican sensibility. prepare for mockery."
s5874,movie,ip man,wilson yip,"donnie yen, simon yam, louis fan, lam ka tung, xing yu, wong you-nam, chen zhi hui, lynn hung, hiroyuki ikeuchi","Hong Kong, China",2016-01-15,2008,r,107,"action & adventure, dramas, international movies","an occupying japanese general challenges chinese men to duels to prove the superiority of the japanese, but ip man refuses to fight – at first."
s5875,movie,ip man 2,wilson yip,"donnie yen, sammo kam-bo hung, huang xiaoming, simon yam, lynn hung, kanin ngo, kent cheng, darren shahlavi, louis fan, calvin ka-sing cheng","Hong Kong, China",2016-01-15,2010,r,108,"action & adventure, international movies","new in hong kong, martial arts instructor ip man perseveres and retaliates against his rivals' opposition to the wing chun fighting style he teaches."
s5876,movie,tom segura: mostly stories,jay karas,tom segura,United States,2016-01-08,2016,tv-ma,74,stand-up comedy,"the bearded, bawdy and comically bitter tom segura gets real about body piercings, the ""area 51"" of men's bodies, and the lie he told mike tyson."
s5877,movie,marco polo: one hundred eyes,alik sakharov,"tom wu, benedict wong, michelle yeoh",United States,2015-12-26,2015,tv-ma,29,movies,a defiant warrior-monk arrives at kublai khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.
s5879,movie,mike epps: don't take it personal,l. frazier,mike epps,United States,2015-12-18,2015,tv-ma,60,stand-up comedy,mike epps tears up the stage at l.a.'s historic orpheum theatre in a special packed with blistering impressions and unapologetically raunchy swagger.
s5880,movie,the ridiculous 6,frank coraci,"adam sandler, terry crews, jorge garcia, taylor lautner, rob schneider, luke wilson, will forte, steve zahn, harvey keitel, nick nolte, jon lovitz, whitney cummings, david spade, danny trejo, nick swardson, blake shelton, vanilla ice, julia jones, saginaw grant, lavell crawford, steve buscemi",United States,2015-12-11,2015,tv-14,120,"action & adventure, comedies","when his outlaw dad is kidnapped, tommy “white knife” stockburn sets off across the west on a rescue mission with five brothers he never knew he had."
s5881,movie,"trailer park boys: drunk, high and unemployed: live in austin","gary howsam, mike smith, john paul tremblay, robb wells","mike smith, john paul tremblay, robb wells, john dunsworth, pat roach, tom green, verne troyer, jonathan torrens",Canada,2015-12-09,2015,tv-ma,74,"comedies, international movies","ricky, julian and bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo."
s5882,movie,a very murray christmas,sofia coppola,"bill murray, miley cyrus, george clooney, chris rock, amy poehler, michael cera, maya rudolph, rashida jones, jason schwartzman, paul shaffer, jenny lewis, phoenix",United States,2015-12-04,2015,tv-14,57,"comedies, music & musicals","bill murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows."
s5884,movie,naomi and ely's no kiss list,kristin hanggi,"victoria justice, pierson fode, matthew daddario, ryan ward, griffin newman, monique coleman, danny flaherty",United States,2015-11-18,2015,tv-ma,91,"comedies, dramas, lgbtq movies","naomi and her gay best friend, ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy."
s5885,movie,john mulaney: the comeback kid,rhys thomas,john mulaney,United States,2015-11-13,2015,tv-ma,62,stand-up comedy,"armed with boyish charm and a sharp wit, the former ""snl"" writer offers sly takes on marriage, his beef with babies and the time he met bill clinton."
s5887,movie,manson family vacation,j. davis,"jay duplass, linas phillips, leonora pitts, adam chernick, davie-blue, suzanne ford, tobin bell",United States,2015-10-27,2015,tv-ma,85,"comedies, dramas, independent movies","the pleasant family life of an l.a. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the charles manson murders."
s5888,movie,walt disney animation studios short films collection,"chris buck, jennifer lee, patrick osborne, lauren macmullan, john kahrs, nathan greno, byron howard, stevie wermers, dean wellins, kevin deters, roger allers, mike gabriel, mark henn","kristen bell, josh gad, jonathan groff, idina menzel, geoffrey jones, alfre woodard, carrie harrington, tim hodge, david murray, sarah chalke, dave foley, derek richardson, betty white, zachary levi, mandy moore",United States,2015-10-25,2015,tv-y,90,children & family movies,"this collection of 12 short films from disney includes ""frozen fever,"" the mickey mouse short ""get a horse!"" and oscar winners ""paperman"" and ""feast."""
s5889,tv show,hemlock grove,eli roth,"famke janssen, landon liboiron, dougray scott, bill skarsgård, joel de la fuente, kaniehtiio horn, madeleine martin, michael andreae, penelope mitchell, freya tingley, laurie fortier, nicole boivin, ted dykstra, lili taylor, aaron douglas, kandyse mcclure, marty adams, demore barnes, madeline brewer",United States,2015-10-23,2015,tv-ma,3,"tv horror, tv mysteries, tv thrillers","secrets are just a part of daily life in the small pennsylvania town of hemlock grove, where the darkest evils hide in plain sight."
s5890,movie,results,andrew bujalski,"guy pearce, cobie smulders, kevin corrigan, giovanni ribisi, anthony michael hall, brooklyn decker, constance zimmer, tishuan scott",United States,2015-10-22,2015,r,105,"comedies, independent movies","after an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer."
s5891,movie,anthony jeselnik: thoughts and prayers,adam dubin,anthony jeselnik,United States,2015-10-16,2015,tv-ma,59,stand-up comedy,there's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
